Sentence,NER
WED Imphold YR EPS 172.7 170.4-175.0 115.1,O I-ORG O O O O O
WED Imphold YR DIV 67.5 66.6-68.4 45.0,O I-ORG O O O O O
THU M&R YR EPS 113.0 112.1-113.4 126.0,O I-ORG O O O O O
THU M&R YR DIV 31.7 10.5-42.3 47.0,O I-ORG O O O O O
THU JD Group YR EPS 143.7 138.0-149.0 111.2,O I-ORG I-ORG O O O O O
THU JD Group YR DIV 41.8 41.0-42.5 33.0,O I-ORG I-ORG O O O O O
ooOOoo,O
"-- Johannesburg newsroom , +27 11 482 1003",O I-LOC O O O O O O
-DOCSTART-,O
Ulster Petroleums Ltd Q2 net profit falls .,I-ORG I-ORG I-ORG O O O O O
CALGARY 1996-08-23,I-LOC O
1996 1995,O O
Shr C$ 0.04 C$ 0.08,O I-MISC O I-MISC O
"Net 1,196 2,232",O O O
Cash flow / shr 0.39 0.41,O O O O O O
"Revs 20,167 18,623",O O O
6 MONTHS,O O
Shr C$ 0.12 C$ 0.15,O I-MISC O I-MISC O
"Net 3,674 4,271",O O O
Cash flow / shr 0.86 0.81,O O O O O O
"Revs 41,752 35,711",O O O
( All data above 000s except per share numbers ),O O O O O O O O O O
-- Reuters Toronto Bureau 416 941-8100,O I-ORG I-ORG I-ORG O O
-DOCSTART-,O
Nigerian terms jeopardize Commonwealth trip-Canada .,I-MISC O O I-ORG I-MISC O
OTTAWA 1996-08-23,I-LOC O
"Commonwealth ministers concerned about human rights in Nigeria may cancel a planned trip there because of government restrictions on their mission , Canadian Foreign Minister Lloyd Axworthy said on Friday .",I-ORG O O O O O O I-LOC O O O O O O O O O O O O O O I-MISC O O I-PER I-PER O O O O
""" The reaction of the regime there is such that many of us feel that the mission under the present circumstances should n't go ahead , "" Axworthy said .",O O O O O O O O O O O O O O O O O O O O O O O O O O O I-PER O O
"Commonwealth foreign ministers will meet in London on Wednesday to discuss what to do , he added .",I-ORG O O O O O I-LOC O O O O O O O O O O O
-DOCSTART-,O
Mid-tier golds up in heavy trading .,O O O O O O O
TORONTO 1996-08-23,I-LOC O
"Investors gave into gold fever Friday morning , with heavy trading in a handful of Toronto-based gold companies .",O O O O O O O O O O O O O O O I-MISC O O O
"TVX Gold Inc was up C$ 0.30 to C$ 11.55 in trading of 780,000 shares , while Kinross Gold Corp gained C$ 0.25 to C$ 11 in volume of 720,000 shares .",I-ORG I-ORG I-ORG O O I-MISC O O I-MISC O O O O O O O O I-ORG I-ORG I-ORG O I-MISC O O I-MISC O O O O O O O
"And Scorpion Minerals Inc , a junior gold exploration company with five Indonesian mining properties , was up C$ 0.50 to C$ 6 , with about 120,000 shares changing hands .",O I-ORG I-ORG I-ORG O O O O O O O O I-MISC O O O O O I-MISC O O I-MISC O O O O O O O O O
"TVX and Kinross rose after recent buy recommendations from U.S. brokers , analysts said .",I-ORG O I-ORG O O O O O O I-LOC O O O O O
But Scorpion was raising a lot of eyebrows after it issued a release Friday morning saying it was not aware of any developments that could have affected the stock .,O I-ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"The company was formed this year and a couple of analysts have been on their properties , said one analyst .",O O O O O O O O O O O O O O O O O O O O O
Exploration results are expected soon .,O O O O O O
-- Reuters Toronto Bureau 416 941-8100,O I-ORG I-ORG I-ORG O O
-DOCSTART-,O
RESEARCH ALERT - Unitog Co upgraded .,O O O I-ORG I-ORG O O
- Barrington Research Associates Inc said Friday it upgraded Unitog Co to a near-term outperform from a long-term outperform rating .,O I-ORG I-ORG I-ORG I-ORG O O O O I-ORG I-ORG O O O O O O O O O O
- Analyst Alexander Paris said he expected consistent 20 percent earnings growth after an estimated gain of 18 percent for 1996 .,O O I-PER I-PER O O O O O O O O O O O O O O O O O O
"- The stock closed unchanged at 27 , down from a recent high of 30 .",O O O O O O O O O O O O O O O O
"-- Chicago newsdesk , 312-408-8787",O I-LOC O O O
-DOCSTART-,O
Buffett raises Property Capital stake .,I-PER O I-ORG I-ORG O O
WASHINGTON 1996-08-23,I-LOC O
Omaha billionaire Warren Buffett said Friday he raised his stake in Property Capital Trust to 8.0 percent from 6.7 percent .,I-LOC O I-PER I-PER O O O O O O O I-ORG I-ORG I-ORG O O O O O O O
"In a filing with the Securities and Exchnage Commission , Buffett said he bought 62,900 additional common shares of the Boston-based real estate investment trust at prices ranging from $ 7.65 to $ 8.02 a share .",O O O O O I-ORG I-ORG I-ORG I-ORG O I-PER O O O O O O O O O I-MISC O O O O O O O O O O O O O O O O
"The purchases increased his holding in the company to 725,900 shares , which was purchased for a total of $ 6.2 million , he said .",O O O O O O O O O O O O O O O O O O O O O O O O O O
"Buffett , who is well-known as a long-term investor , is chairman of Berkshire Hathaway Inc , a holding company through which he holds investments in several large U.S. companies .",I-PER O O O O O O O O O O O O I-ORG I-ORG I-ORG O O O O O O O O O O O O I-LOC O O
-DOCSTART-,O
"Colombia , U.S. reach aviation agreement .",I-LOC O I-LOC O O O O
MIAMI 1996-08-23,I-LOC O
"The U.S. and Colombian governments reached an agreement that will allow AMR Corp 's American Airlines to operate three round-trip flights between New York and Bogota , the Department of Transportation said Friday .",O I-LOC O I-MISC O O O O O O O I-ORG I-ORG O I-ORG I-ORG O O O O O O I-LOC I-LOC O I-LOC O O I-ORG I-ORG I-ORG O O O
"Under the agreement , which followed talks in Miami this week , AMR also will be allowed to shift up to four of the weekly flights it now operates between Miami and Colombia to its New York gateway .",O O O O O O O O I-LOC O O O I-ORG O O O O O O O O O O O O O O O O O I-LOC O I-LOC O O I-LOC I-LOC O O
The United States also will be able to designate one new all-cargo carrier for service between the two nations after two years .,O I-LOC I-LOC O O O O O O O O O O O O O O O O O O O O
"Colombia was permitted to add a single additional round-trip flight to its current New York service , although it will not be able to do so while under Category Two ( Conditional ) status under the Federal Aviation Administration 's International Aviation Safety program .",I-LOC O O O O O O O O O O O O I-LOC I-LOC O O O O O O O O O O O O O O O O O O O O O I-ORG I-ORG I-ORG O I-MISC I-MISC I-MISC I-MISC O
"Colombia would be allowed to add new service when its safety assessment has been improved , the department said .",I-LOC O O O O O O O O O O O O O O O O O O O
"With the exception of the new services just agreed to , the governments of the two nations have agreed to maintain their current level of routes and airlines for the next 2-1/2 years , the agreement said .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"The agreement resolved a dispute that arose in June when Colombia turned down American 's request to operate flights between New York and Bogota , a denial that prompted the United States to charge that the Colombians were breaking a bilateral aviation agreement and to propose sanctions against one of two Colombian airlines , Avianca and ACES .",O O O O O O O O O O I-LOC O O I-ORG O O O O O O I-LOC I-LOC O I-LOC O O O O O O I-LOC I-LOC O O O O I-MISC O O O O O O O O O O O O O O I-MISC O O I-ORG O I-ORG O
-DOCSTART-,O
Clean tanker fixtures and enquiries - 1754 GMT .,O O O O O O O I-MISC O
LONDON 1996-08-23,I-LOC O
LATEST FIXTURES,O O
- MIDEAST GULF / RED SEA,O I-LOC I-LOC O I-LOC I-LOC
Konpolis 75 1/9 Mideast / Indonesia W112.5 KPC .,I-ORG O O I-LOC O I-LOC O I-ORG O
"TBN 30 6/9 Mideast / W.C. India W200 , E.C.India W195 IOC .",I-ORG O O I-LOC O I-LOC I-LOC O O I-LOC O I-ORG O
- ASIA PACIFIC,O I-LOC I-LOC
"Petrobulk Rainbow 28 24/8 Okinawa / Inchon $ 190,000 Honam .",I-ORG I-ORG O O I-LOC O I-LOC O O I-ORG O
- MED / BLACK SEA,O I-LOC O I-LOC I-LOC
"TBN 30 15/9 Constanza / Inia $ 700,000 IOC .",I-ORG O O I-LOC O I-LOC O O I-ORG O
- UK / CONT,O I-LOC O O
"Port Christine 36,5 3/9 Pembroke / US W145 Stentex .",I-ORG I-ORG O O I-LOC O I-LOC O I-ORG O
- WESTERN HEMISPHERE,O I-LOC I-LOC
Kpaitan Stankov 69 31/8 St Croix / USAC W125 Hess .,I-ORG I-ORG O O I-LOC I-LOC O I-LOC O I-ORG O
"AP Moller 30 31/8 Caribs / Japan $ 875,000 BP .",I-ORG I-ORG O O I-LOC O I-LOC O O I-ORG O
Tiber 29 2/9 Caribs / options W265 Stinnes .,I-ORG O O I-LOC O O O I-ORG O
------------------------------------------------------------,O
- MIDDAY FIXTURES,O O O
- MIDEAST GULF / RED SEA,O I-LOC I-LOC O I-LOC I-LOC
Tenacity 70 24/08 Mideast / South Korea W145 Samsung .,I-ORG O O I-LOC O I-LOC I-LOC O I-ORG O
SKS Tana 70 03/09 Mideast / Japan W145 CNR .,I-ORG I-ORG O O I-LOC O I-LOC O I-ORG O
Northsea Chaser 55 12/09 Mideast / Japan W167.5 Jomo .,I-ORG I-ORG O O I-LOC O I-LOC O I-ORG O
Sibonina 55 13/09 Red Sea / Japan W160 Marubeni .,I-ORG O O I-LOC I-LOC O I-LOC O I-ORG O
- ASIA / PACIFIC,O I-LOC O I-LOC
"Neptune Crux 30 02/09 Singapore / options $ 185,000 Sietco .",I-ORG I-ORG O O I-LOC O O O O I-ORG O
World Bridge 30 03/09 South Korea / Japan rnr CNR .,I-ORG I-ORG O O I-LOC I-LOC O I-LOC O I-ORG O
"Fulmar 30 28/08 Ulsan / Yosu $ 105,000 LG Caltex .",I-ORG O O I-LOC O I-LOC O O I-ORG I-ORG O
- MED / BLACK SEA,O I-LOC O I-LOC I-LOC
Hemina 33 05/09 Eleusis / UKCM W155 CNR .,I-ORG O O I-ORG O I-ORG O I-ORG O
"-- London Newsroom , +44 171 542 8980",O I-ORG I-ORG O O O O O
-DOCSTART-,O
CRICKET - PAKISTAN 229-1 V ENGLAND - close .,O O I-LOC O O I-LOC O O O
Saeed Anwar not out 116,I-PER I-PER O O O
Aamir Sohail c Cork b Croft 46,I-PER I-PER O I-PER O I-PER O
Ijaz Ahmed not out 58,I-PER I-PER O O O
Extras 9,O O
Fall of wicket - 1-106,O O O O O
"To bat - Inzamam-ul-Haq , Salim Malik , Asif Mujtaba , Wasim Akram , Moin Khan , Mushtaq Ahmed , Waqar Younis , Mohammad Akam",O O O I-PER O I-PER I-PER O I-PER I-PER O I-PER I-PER O I-PER I-PER O I-PER I-PER O I-PER I-PER O I-PER I-PER
England 326 all out,I-LOC O O O
-DOCSTART-,O
RTRS - Golf : Norman sacks his coach after disappointing season .,I-ORG O O O I-PER O O O O O O O
SYDNEY 1996-08-23,I-LOC O
World number one golfer Greg Norman has sacked his coach Butch Harmon after a disappointing season .,O O O O I-PER I-PER O O O O I-PER I-PER O O O O O
""" Butch and I are finished , "" Norman told reporters on Thursday before the start of the World Series of Golf in Akron , Ohio .",O I-PER O O O O O O I-PER O O O O O O O O O I-MISC I-MISC I-MISC I-MISC O I-LOC O I-LOC O
"Norman , a two-time British Open champion , parted ways with his long-time mentor after drawing a blank in this year 's four majors , winning two tournaments worldwide .",I-PER O O O I-MISC I-MISC O O O O O O O O O O O O O O O O O O O O O O O O
"The blonde Australian opened with a level par round of 70 in Akron , leaving him four shots adrift of the leaders , Americans Billy Mayfair and Paul Goydos and Japan 's Hidemichi Tanaki .",O O I-MISC O O O O O O O O O I-LOC O O O O O O O O O O I-MISC I-PER I-PER O I-PER I-PER O I-LOC O I-PER I-PER O
"On Wednesday Norman described this year as his worst on the professional circuit since 1991 , when he failed to win a tournament .",O O I-PER O O O O O O O O O O O O O O O O O O O O O
""" My application this year has been strange , "" Norman said . """,O O O O O O O O O O I-PER O O O
"Maybe I have n't been as keyed up as I should have been . """,O O O O O O O O O O O O O O O
""" Sometimes you do n't have it in your head to play .",O O O O O O O O O O O O O
"Maybe this was one of those years where I was there , but I was n't 100 percent there , and you have to be 100 percent to perform , "" he said .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
-- Sydney Newsroom 61-2 9373-1800,O I-ORG I-ORG O O
-DOCSTART-,O
Soccer - Arab team breaks new ground in Israel .,O O I-MISC O O O O O I-LOC O
Ori Lewis,I-PER I-PER
"TAIBE , Israel 1996-08-23",I-LOC O I-LOC O
"For the first time in Israeli history , an Arab team will take the field when the National League soccer season starts on Saturday .",O O O O O I-MISC O O O I-MISC O O O O O O O I-MISC I-MISC O O O O O O
Hapoel Taibe fields four Jewish players and two foreign imports -- a Pole and a Romanian .,I-ORG I-ORG O O I-MISC O O O O O O O I-MISC O O I-MISC O
The rest of the side is made up mainly of Moslem Arabs .,O O O O O O O O O O I-MISC I-MISC O
"The club , founded in 1961 , has a loyal following in Taibe , an Arab town of 28,000 in the heart of Israel .",O O O O O O O O O O O O I-LOC O O I-MISC O O O O O O O I-LOC O
"But away from their home ground , they face unfriendly crowds who taunt the players with racist abuse .",O O O O O O O O O O O O O O O O O O O
""" The very first thing we thought about after we knew we would be promoted was the game against Betar Jerusalem , "" said Taibe supporter Karem Haj Yihye .",O O O O O O O O O O O O O O O O O O O I-ORG I-ORG O O O I-ORG O I-PER I-PER I-PER O
"Two weeks ago Taibe , coached by Pole Wojtek Lazarek , met Betar , a club closely associated with the right-wing Likud party , for the first time in a Cup match in Jerusalem .",O O O I-ORG O O O I-MISC I-PER I-PER O O I-ORG O O O O O O O O I-ORG O O O O O O O O I-MISC O O I-LOC O
"Chants from the crowd of "" Death to the Arabs "" , and bottle-throwing during the game marred the match which ended in a goalless draw .",O O O O O O O O O I-MISC O O O O O O O O O O O O O O O O O
One Taibe supporter required hospital treatment for cuts and bruises after a stone struck his head as he was driving from the stadium .,O I-ORG O O O O O O O O O O O O O O O O O O O O O O
""" We 're used to hearing the taunts of "" Death to the Arabs ' , "" said Sameh Haj Yihye , a Taibe resident who studies at Jerusalem 's Hebrew University . """,O O O O O O O O O O O O O I-MISC O O O O I-PER I-PER I-PER O O I-LOC O O O O I-LOC O I-ORG I-ORG O O
"But we know that these are only words , nobody has died from hearing them and it only makes us support our team more vehemently . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O
The dusty town of Taibe lacks the amenities of Jewish communities and many Israeli Arabs have long complained of state discrimination .,O O O O I-LOC O O O O I-MISC O O O I-MISC I-MISC O O O O O O O
""" There are no parks or empty areas of land around here , so when we want to play a friendly game of soccer we all load up in the car and travel to Tel Aviv , "" 60 km ( 36 miles ) away , Sameh Haj Yihye said .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I-LOC I-LOC O O O O O O O O O O I-PER I-PER I-PER O O
"The town 's ramshackle 2,500-seat ground is accessible only by two dirt tracks .",O O O O O O O O O O O O O O
""" We plan to build a 10,000-seat stadium , but it may well be situated elsewhere , "" said club chairman Abdul Rahman Haj Yihye . """,O O O O O O O O O O O O O O O O O O O O O I-PER I-PER I-PER I-PER O O
"We will discuss this with the mayor and hopefully a new or refurbished ground will be completed by the start of the new year . """,O O O O O O O O O O O O O O O O O O O O O O O O O O
"In the meantime , Taibe will play all their heavily policed home matches at the Jewish coastal town of Netanya .",O O O O I-ORG O O O O O O O O O O I-MISC O O O I-LOC O
""" We are Israelis , there is no question about that , "" said Karem Haj Yihye , a hotel waiter .",O O O I-MISC O O O O O O O O O O I-PER I-PER I-PER O O O O O
""" We do n't have any connection with the Palestinians , they live over there , "" he said , pointing to the West Bank seven km ( four miles ) to the east .",O O O O O O O O O I-MISC O O O O O O O O O O O O O I-LOC I-LOC O O O O O O O O O O
""" We do n't feel our club represents Palestinian Arabs , "" said club chairman Abdul Rahman . """,O O O O O O O O I-MISC I-MISC O O O O O I-PER I-PER O O
"We are trying to do all we can to run a professional outfit , we are pleased at any support we get , but do not go out looking to represent the whole Arab world . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I-MISC O O O
-DOCSTART-,O
Soccer - Kennedy and Phelan both out of Irish squad .,O O I-PER O I-PER O O O I-MISC O O
DUBLIN 1996-08-23,I-LOC O
"Two players have withdrawn from the Republic of Ireland squad for the 1998 World Cup qualifying match against Liechenstein on August 31 , the Football Association of Ireland said in a statement on Friday .",O O O O O O I-LOC I-LOC I-LOC O O O O I-MISC I-MISC O O O I-LOC O O O O O I-ORG I-ORG I-ORG I-ORG O O O O O O O
The F.A.I. statement said that Liverpool striker Mark Kennedy and Chelsea defender Terry Phelan were both receiving treatment for injuries and would not be travelling to Liechenstein for the game .,O I-ORG O O O I-ORG O I-PER I-PER O I-ORG O I-PER I-PER O O O O O O O O O O O O I-LOC O O O O
No replacements had been named .,O O O O O O
"-- Damien Lynch , Dublin Newsroom +353 1 6603377",O I-PER I-PER O I-ORG I-ORG O O O
-DOCSTART-,O
Soccer - Manchester United face Juventus in Europe .,O O I-ORG I-ORG O I-ORG O I-LOC O
GENEVA 1996-08-23,I-LOC O
European champions Juventus will face English league and cup double winners Manchester United in this season 's European Champions ' League .,I-MISC O I-ORG O O I-MISC O O O O O I-ORG I-ORG O O O O I-MISC I-MISC I-MISC I-MISC O
"The draw made on Friday pitted Juventus , who beat Dutch champions Ajax Amsterdam 4-2 on penalties in last year 's final , against Alex Ferguson 's European hopefuls in group C .",O O O O O O I-ORG O O O I-MISC O I-ORG I-ORG O O O O O O O O O O I-PER I-PER O I-MISC O O O O O
The other two teams in the group are last season 's Cup Winners ' Cup runners-up Rapid Vienna and Fenerbahce of Turkey .,O O O O O O O O O O O I-MISC I-MISC I-MISC I-MISC O I-ORG I-ORG O I-ORG O I-LOC O
"Juventus meet United in Turin on September 11 , with the return match at Old Trafford on November 20 .",I-ORG O I-ORG O I-LOC O O O O O O O O O I-LOC I-LOC O O O O
"United have dominated the premier league in the 1990s , winning three English championships in four years , but have consistently failed in Europe , crashing out of the European Cup to Galatasaray of Turkey and Spain 's Barcelona at their last two attempts .",I-ORG O O O O O O O O O O O I-MISC O O O O O O O O O O I-LOC O O O O O I-MISC I-MISC O I-ORG O I-LOC O I-LOC O I-ORG O O O O O O
"They have not lifted a European Trophy since 1991 when they beat Barcelona in the Cup Winners ' Cup final , and their one and only European Cup triumph was way back in 1968 , when they beat Benfica of Portugal 4-1 at Wembley .",O O O O O I-MISC I-MISC O O O O O I-ORG O O I-MISC I-MISC I-MISC I-MISC O O O O O O O I-MISC I-MISC O O O O O O O O O O I-ORG O I-LOC O O I-LOC O
Juventus have won the European Cup twice .,I-ORG O O O I-MISC I-MISC O O
Before conquering Ajax last year they beat United 's big English rivals Liverpool in the ill-fated 1985 final in the Heysel stadium in Brussels .,O O I-ORG O O O O I-ORG O O I-MISC O I-ORG O O O O O O O I-LOC O O I-LOC O
-DOCSTART-,O
Nigeria police kill six robbery suspects .,I-LOC O O O O O O
LAGOS 1996-08-23,I-LOC O
"Nigerian police shot dead six robbery suspects as they tried to escape from custody in the northern city of Sokoto , the national news agency reported on Friday .",I-MISC O O O O O O O O O O O O O O O O O O I-LOC O O O O O O O O O
The News Agency of Nigeria ( NAN ) quoted police spokesman Umar Shelling as saying the six were killed on Wednesday .,O I-ORG I-ORG I-ORG I-ORG O I-ORG O O O O I-PER I-PER O O O O O O O O O
"They had been arrested last week for stealing 800,000 naira ( $ 10,000 ) from a sheep merchant .",O O O O O O O O O O O O O O O O O O O
-DOCSTART-,O
Rwandan group says expulsion could be imminent .,I-MISC O O O O O O O
NAIROBI 1996-08-23,I-LOC O
"Repatriation of 1.1 million Rwandan Hutu refugees announced by Zaire and Rwanda on Thursday could start within the next few days , an exiled Rwandan Hutu lobby group said on Friday .",O O O O I-MISC I-MISC O O O I-LOC O I-LOC O O O O O O O O O O O O I-MISC I-MISC O O O O O O
"Innocent Butare , executive secretary of the Rally for the Return of Refugees and Democracy in Rwanda ( RDR ) which says it has the support of Rwanda 's exiled Hutus , appealed to the international community to deter the two countries from going ahead with what it termed a "" forced and inhuman action "" .",I-PER I-PER O O O O O I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O I-ORG O O O O O O O O I-LOC O O I-MISC O O O O O O O O O O O O O O O O O O O O O O O O O O
